2016-12-27 22:57:19,941 : INFO : Machine : Mission Pinball Framework Core Engine v0.32.6
2016-12-27 22:57:19,942 : INFO : Machine : Machine path: C:\pinball\redskullstest
2016-12-27 22:57:20,624 : INFO : Machine : Loading config from original files
2016-12-27 22:57:20,830 : INFO : Machine : Machine config file #1: C:\pinball\redskullstest\config\config
2016-12-27 22:57:21,238 : INFO : Machine : Config file cache created: C:\Users\Customer\AppData\Local\Temp\f6eef2de233280d1dd6b1c0885b8cc32config
2016-12-27 22:57:21,979 : INFO : BCPClientSocket.local_display : Connecting BCP to 'local_display' at localhost:5050...
2016-12-27 22:58:01,762 : INFO : BCPClientSocket.local_display : Connected BCP to 'local_display' localhost:5050
2016-12-27 22:58:02,022 : INFO : Mode.tilt : Mode Starting. Priority: 1000000
2016-12-27 22:58:02,025 : INFO : SwitchController : Active Switch|s_r_trough
2016-12-27 22:58:02,027 : INFO : SwitchController : Active Switch|s_l_trough
2016-12-27 22:58:02,028 : INFO : Mode.service : Mode Starting. Priority: 100000
2016-12-27 22:58:02,034 : INFO : Mode.attract : Mode Starting. Priority: 10
2016-12-27 22:58:31,312 : INFO : SwitchController : <<<<< switch: s_lane_1, State:1 >>>>>
2016-12-27 22:58:31,461 : INFO : SwitchController : <<<<< switch: s_lane_1, State:0 >>>>>
2016-12-27 22:58:31,474 : INFO : SwitchController : <<<<< switch: s_lane_3, State:1 >>>>>
2016-12-27 22:58:31,583 : INFO : SwitchController : <<<<< switch: s_lane_3, State:0 >>>>>
2016-12-27 22:58:31,618 : INFO : SwitchController : <<<<< switch: s_lane_1, State:1 >>>>>
2016-12-27 22:58:31,737 : INFO : SwitchController : <<<<< switch: s_lane_2, State:1 >>>>>
2016-12-27 22:58:31,826 : INFO : SwitchController : <<<<< switch: s_lane_1, State:0 >>>>>
2016-12-27 22:58:31,828 : INFO : SwitchController : <<<<< switch: s_lane_2, State:0 >>>>>
2016-12-27 22:58:32,010 : INFO : SwitchController : <<<<< switch: s_lane_1, State:1 >>>>>
2016-12-27 22:58:32,120 : INFO : SwitchController : <<<<< switch: s_lane_1, State:0 >>>>>
2016-12-27 22:58:32,365 : INFO : SwitchController : <<<<< switch: s_lane_4, State:1 >>>>>
2016-12-27 22:58:32,370 : INFO : SwitchController : <<<<< switch: s_r_target, State:1 >>>>>
2016-12-27 22:58:32,431 : INFO : SwitchController : <<<<< switch: s_lane_4, State:0 >>>>>
2016-12-27 22:58:32,433 : INFO : SwitchController : <<<<< switch: s_r_target, State:0 >>>>>
2016-12-27 22:58:32,592 : INFO : SwitchController : <<<<< switch: s_r_target, State:1 >>>>>
2016-12-27 22:58:32,615 : INFO : SwitchController : <<<<< switch: s_lane_4, State:1 >>>>>
2016-12-27 22:58:32,690 : INFO : SwitchController : <<<<< switch: s_r_target, State:0 >>>>>
2016-12-27 22:58:32,788 : INFO : SwitchController : <<<<< switch: s_lane_4, State:0 >>>>>
2016-12-27 22:58:32,802 : INFO : SwitchController : <<<<< switch: s_lane_3, State:1 >>>>>
2016-12-27 22:58:32,878 : INFO : SwitchController : <<<<< switch: s_r_target, State:1 >>>>>
2016-12-27 22:58:32,962 : INFO : SwitchController : <<<<< switch: s_lane_3, State:0 >>>>>
2016-12-27 22:58:32,965 : INFO : SwitchController : <<<<< switch: s_lane_4, State:1 >>>>>
2016-12-27 22:58:32,997 : INFO : SwitchController : <<<<< switch: s_r_target, State:0 >>>>>
2016-12-27 22:58:33,047 : INFO : SwitchController : <<<<< switch: s_lane_4, State:0 >>>>>
2016-12-27 22:58:33,143 : INFO : SwitchController : <<<<< switch: s_lane_3, State:1 >>>>>
2016-12-27 22:58:33,194 : INFO : SwitchController : <<<<< switch: s_r_target, State:1 >>>>>
2016-12-27 22:58:33,281 : INFO : SwitchController : <<<<< switch: s_lane_3, State:0 >>>>>
2016-12-27 22:58:33,283 : INFO : SwitchController : <<<<< switch: s_lane_4, State:1 >>>>>
2016-12-27 22:58:33,344 : INFO : SwitchController : <<<<< switch: s_r_target, State:0 >>>>>
2016-12-27 22:58:33,394 : INFO : SwitchController : <<<<< switch: s_lane_4, State:0 >>>>>
2016-12-27 22:58:33,455 : INFO : SwitchController : <<<<< switch: s_lane_3, State:1 >>>>>
2016-12-27 22:58:33,554 : INFO : SwitchController : <<<<< switch: s_r_target, State:1 >>>>>
2016-12-27 22:58:33,651 : INFO : SwitchController : <<<<< switch: s_lane_3, State:0 >>>>>
2016-12-27 22:58:33,653 : INFO : SwitchController : <<<<< switch: s_lane_4, State:1 >>>>>
2016-12-27 22:58:33,669 : INFO : SwitchController : <<<<< switch: s_r_target, State:0 >>>>>
2016-12-27 22:58:33,746 : INFO : SwitchController : <<<<< switch: s_lane_4, State:0 >>>>>
2016-12-27 22:58:33,797 : INFO : SwitchController : <<<<< switch: s_lane_3, State:1 >>>>>
2016-12-27 22:58:33,884 : INFO : SwitchController : <<<<< switch: s_r_target, State:1 >>>>>
2016-12-27 22:58:34,018 : INFO : SwitchController : <<<<< switch: s_lane_3, State:0 >>>>>
2016-12-27 22:58:34,021 : INFO : SwitchController : <<<<< switch: s_lane_4, State:1 >>>>>
2016-12-27 22:58:34,036 : INFO : SwitchController : <<<<< switch: s_r_target, State:0 >>>>>
2016-12-27 22:58:34,081 : INFO : SwitchController : <<<<< switch: s_lane_4, State:0 >>>>>
2016-12-27 22:58:34,263 : INFO : SwitchController : <<<<< switch: s_lane_4, State:1 >>>>>
2016-12-27 22:58:34,361 : INFO : SwitchController : <<<<< switch: s_lane_4, State:0 >>>>>
2016-12-27 22:58:34,533 : INFO : SwitchController : <<<<< switch: s_r_target, State:1 >>>>>
2016-12-27 22:58:34,654 : INFO : SwitchController : <<<<< switch: s_r_target, State:0 >>>>>
2016-12-27 22:58:40,481 : INFO : SwitchController : <<<<< switch: s_o_target, State:1 >>>>>
2016-12-27 22:58:40,599 : INFO : SwitchController : <<<<< switch: s_o_target, State:0 >>>>>
2016-12-27 22:58:41,689 : INFO : SwitchController : <<<<< switch: s_s_target, State:1 >>>>>
2016-12-27 22:58:41,785 : INFO : SwitchController : <<<<< switch: s_s_target, State:0 >>>>>
2016-12-27 22:58:42,177 : INFO : SwitchController : <<<<< switch: s_s_target, State:1 >>>>>
2016-12-27 22:58:42,252 : INFO : SwitchController : <<<<< switch: s_s_target, State:0 >>>>>
2016-12-27 22:58:42,360 : INFO : SwitchController : <<<<< switch: s_s_target, State:1 >>>>>
2016-12-27 22:58:42,409 : INFO : SwitchController : <<<<< switch: s_s_target, State:0 >>>>>
2016-12-27 22:58:42,594 : INFO : SwitchController : <<<<< switch: s_d_target, State:1 >>>>>
2016-12-27 22:58:42,656 : INFO : SwitchController : <<<<< switch: s_d_target, State:0 >>>>>
2016-12-27 22:58:42,753 : INFO : SwitchController : <<<<< switch: s_d_target, State:1 >>>>>
2016-12-27 22:58:42,814 : INFO : SwitchController : <<<<< switch: s_d_target, State:0 >>>>>
2016-12-27 22:58:42,920 : INFO : SwitchController : <<<<< switch: s_d_target, State:1 >>>>>
2016-12-27 22:58:42,983 : INFO : SwitchController : <<<<< switch: s_d_target, State:0 >>>>>
2016-12-27 22:58:43,066 : INFO : SwitchController : <<<<< switch: s_d_target, State:1 >>>>>
2016-12-27 22:58:43,127 : INFO : SwitchController : <<<<< switch: s_d_target, State:0 >>>>>
2016-12-27 22:58:43,237 : INFO : SwitchController : <<<<< switch: s_d_target, State:1 >>>>>
2016-12-27 22:58:43,308 : INFO : SwitchController : <<<<< switch: s_d_target, State:0 >>>>>
2016-12-27 22:58:43,384 : INFO : SwitchController : <<<<< switch: s_d_target, State:1 >>>>>
2016-12-27 22:58:43,458 : INFO : SwitchController : <<<<< switch: s_d_target, State:0 >>>>>
2016-12-27 22:58:43,527 : INFO : SwitchController : <<<<< switch: s_d_target, State:1 >>>>>
2016-12-27 22:58:43,626 : INFO : SwitchController : <<<<< switch: s_d_target, State:0 >>>>>
2016-12-27 22:58:48,674 : INFO : Machine : Shutting down...
2016-12-27 22:58:48,679 : INFO : root : MPF run loop ended.
